ROW     COL     TYPE                TOKEN/ERROR MESSAGE 
22      1       Comment             (* an overly long string *)
23      1       Invalid             ERROR: String is longer than 255: "1234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456"
25      1       Comment             (* another ok string *)
26      1       String              ""
28      1       Comment             (* another ok string *)
29      1       String              "(*"
31      1       Comment             (* an ok identifier *)
32      1       Identifer           x12345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234
34      1       Comment             (* an overly long identifier *)
35      1       Invalid             ERROR: Identifier is longer than 255: x123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345678901234567890123456789012345
37      1       Comment             (* an ok line *)
38      1       Identifer           if
38      4       Identifer           x
38      5       Operator            <
38      6       Integer             7
38      7       Identifer           then
38      12      Identifer           y
38      13      Operator            :=
38      15      Identifer           y
38      16      Operator            +
38      17      Integer             17
40      1       Comment             (* should lex as two tokens *)
41      1       Real                123.
41      5       Identifer           x
43      1       Comment             (* a bad character (bell) *)
44      1       Invalid             ERROR: Bad character: 
46      1       Identifer           xx
46      3       Comment             (* an ok comment with an embedded	tab 
and cr *)
47      10      Identifer           yy
49      1       Comment             (* an unterminated string *)
50      1       Invalid             ERROR: Unterminated string: "abc

52      1       Comment             (* an unterminated string *)
53      1       Invalid             ERROR: Unterminated string: "abc(**)

55      1       Comment             (* an unterminated string *)
56      1       Invalid             ERROR: Unterminated string: "abc(*123*)

58      1       Comment             (* a terminated string *)
59      1       String              "abc(*abcabcc*)"
61      1       Comment             (* difficult cases: valid *)
62      1       Comment             (*************)
64      1       Comment             (* difficult cases: valid *)
65      1       Comment             (*******(*****(*)
67      1       Comment             (* difficult cases: valid *)
68      1       Comment             (*123***123213**21****)
70      1       Comment             (* difficult cases: valid *)
71      1       Comment             (*""*)
73      1       Comment             (* difficult cases: an unterminated comment *)
74      1       Invalid             ERROR: Unterminated comment: 
Number of tokens: 31
ROW     COL     TYPE                TOKEN/ERROR MESSAGE 
1       1       Keyword             PROGRAM
1       9       Keyword             IS
2       5       Keyword             VAR
2       9       Identifer           i
2       10      Delimiter           ,
2       12      Identifer           j
2       14      Delimiter           :
2       16      Identifer           INTEGER
2       24      Operator            :=
2       27      Integer             1
2       28      Delimiter           ;
3       5       Keyword             VAR
3       9       Identifer           x
3       11      Delimiter           :
3       13      Identifer           REAL
3       18      Operator            :=
3       21      Real                2.0
3       24      Delimiter           ;
4       5       Keyword             VAR
4       9       Identifer           y
4       11      Delimiter           :
4       13      Identifer           REAL
4       18      Operator            :=
4       21      Real                3.0
4       24      Delimiter           ;
5       1       Keyword             BEGIN
6       5       Keyword             WRITE
6       11      Delimiter           (
6       12      String              "i = "
6       18      Delimiter           ,
6       20      Identifer           i
6       21      Delimiter           ,
6       23      String              ", j = "
6       31      Delimiter           ,
6       33      Identifer           j
6       34      Delimiter           )
7       5       Keyword             WRITE
7       11      Delimiter           (
7       12      String              "x = "
7       18      Delimiter           ,
7       20      Identifer           x
7       21      Delimiter           ,
7       23      String              ", y = "
7       31      Delimiter           ,
7       33      Identifer           y
7       34      Delimiter           )
7       35      Delimiter           ;
8       1       Keyword             END
8       4       Delimiter           ;

Number of tokens: 49
ROW     COL     TYPE                TOKEN/ERROR MESSAGE 
1       1       Keyword             PROGRAM
1       9       Keyword             IS
2       5       Keyword             VAR
2       9       Identifer           i
2       10      Delimiter           ,
2       12      Identifer           j
2       14      Delimiter           :
2       16      Identifer           INTEGER
2       24      Operator            :=
2       27      Integer             1
2       28      Delimiter           ;
3       5       Keyword             VAR
3       9       Identifer           x
3       11      Delimiter           :
3       13      Identifer           REAL
3       18      Operator            :=
3       21      Real                2.0
3       24      Delimiter           .
3       25      Delimiter           ;
4       5       Keyword             VAR
4       9       Identifer           y
4       11      Delimiter           :
4       13      Identifer           REAL
4       18      Operator            :=
4       21      Real                3.0
4       24      Delimiter           ;
5       1       Keyword             BEGIN
6       5       Keyword             WRITE
6       11      Delimiter           (
6       12      String              "i = "
6       18      Delimiter           ,
6       20      Identifer           i
6       21      Delimiter           ,
6       23      String              ", j = "
6       31      Delimiter           ,
6       33      Identifer           j
6       34      Delimiter           )
7       5       Keyword             WRITE
7       11      Delimiter           (
7       12      String              "x = "
7       18      Delimiter           ,
7       20      Identifer           x
7       21      Delimiter           ,
7       23      String              ", y = "
7       31      Delimiter           ,
7       33      Identifer           y
7       34      Delimiter           )
7       35      Delimiter           ;
8       1       Keyword             END
8       4       Delimiter           ;

Number of tokens: 50
ROW     COL     TYPE                TOKEN/ERROR MESSAGE 
1       1       Keyword             PROGRAM
1       9       Keyword             IS
2       5       Keyword             PROCEDURE
2       15      Identifer           FOO
2       18      Delimiter           (
2       19      Identifer           X
2       20      Delimiter           :
2       22      Identifer           INT
2       25      Delimiter           ;
2       27      Identifer           Y
2       28      Delimiter           :
2       30      Identifer           REAL
2       34      Delimiter           )
2       35      Delimiter           :
2       36      Identifer           REAL
3       7       Keyword             PROCEDURE
3       17      Identifer           BAR
3       20      Delimiter           (
3       21      Delimiter           )
3       23      Keyword             IS
3       26      Keyword             BEGIN
3       32      Identifer           Y
3       34      Operator            :=
3       37      Identifer           X
3       39      Operator            +
3       41      Real                1.0
3       44      Delimiter           ;
3       46      Keyword             END
3       49      Delimiter           ;
4       7       Keyword             BEGIN
5       9       Identifer           BAR
5       12      Delimiter           (
5       13      Delimiter           )
5       14      Delimiter           ;
6       2       Keyword             RETURN
6       9       Identifer           Y
6       10      Delimiter           ;
7       7       Keyword             END
7       10      Delimiter           ;
8       5       Keyword             VAR
8       9       Identifer           C
8       11      Delimiter           :
8       13      Identifer           REAL
8       18      Operator            :=
8       21      Integer             0
8       22      Delimiter           ;
9       1       Keyword             BEGIN
10      5       Identifer           C
10      7       Operator            :=
10      10      Identifer           FOO
10      13      Delimiter           (
10      14      Integer             3
10      15      Delimiter           ,
10      17      Real                2.0
10      20      Delimiter           )
10      21      Delimiter           ;
11      5       Keyword             WRITE
11      10      Delimiter           (
11      11      String              "C = "
11      17      Delimiter           ,
11      19      Identifer           C
11      20      Delimiter           ,
11      22      String              " (should be 4.0)"
11      40      Delimiter           )
11      41      Delimiter           ;
12      1       Keyword             END
12      4       Delimiter           ;

Number of tokens: 67
